;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
421;Departamento;Ate;2;1;0;70;2400.0;1800.0;150.0
422;Casa en condominio;Jesús María;4;3;4;198;4500.0;1160.0;3012.0
423;Departamento;Chorrillos;3;1;0;60;750.0;236.0;
424;Departamento;La Punta;1;0;0;48;1400.0;480.0;20.0
425;Departamento;San Borja;5;1;1;400;8500.0;2160.0;365.0
426;Departamento;Comas;2;1;0;45;3000.0;575.0;25.0
427;Departamento;La Punta;2;1;0;65;950.0;640.0;126.0
428;Departamento;Rímac;2;0;0;100;3800.0;900.0;195.0
429;Departamento;Mi Perú;3;2;1;90;2950.0;700.0;100.0
430;Departamento;San Martín de Porres;2;1;0;70;850.0;200.0;
431;Departamento;Mi Perú;1;0;0;30;800.0;283.0;187.0
432;Departamento;Chorrillos;2;1;1;63;1100.0;361.0;
433;Departamento;Ate;3;2;2;480;15000.0;2750.0;650.0
434;Departamento;Jesús María;2;2;1;72;1580.0;900.0;140.0
435;Departamento;Punta Hermosa;2;0;0;51;1900.0;450.0;25.0
436;Departamento;Chorrillos;1;0;0;17;1100.0;330.0;15.0
437;Departamento;Chorrillos;3;0;0;100;6050.0;1155.0;234.0
438;Departamento;Pueblo Libre;2;1;1;90;2700.0;1350.0;250.0
439;Departamento;Ate;2;1;0;83;950.0;;13.0
440;Departamento;Pueblo Libre;3;3;3;230;6000.0;4600.0;990.0
441;Departamento;La Punta;2;1;1;62;1700.0;500.0;67.0
442;Departamento;Rímac;2;2;1;113;3500.0;1365.0;387.0
443;Departamento;Villa El Salvador;1;0;0;49;1700.0;440.0;68.0
444;Departamento;Santa Anita;1;0;0;53;900.0;484.0;37.0
445;Departamento;Ventanilla;2;1;0;63;1300.0;500.0;
446;Casa;Mi Perú;1;0;0;40;850.0;;
447;Habitación;San Borja;1;0;0;30;2600.0;500.0;
448;Habitación;San Borja;1;0;0;30;3200.0;400.0;50.0
449;Habitación;Pachacámac;1;0;1;15;750.0;;
450;Departamento;Pueblo Libre;3;3;1;250;11000.0;3500.0;889.0
451;Departamento;Breña;3;1;0;95;2300.0;1300.0;120.0
452;Departamento;Villa El Salvador;1;0;0;37;2300.0;485.0;56.0
453;Departamento;San Luis;1;1;0;45;700.0;356.0;126.0
454;Departamento;Ate;2;1;0;90;2000.0;980.0;1600.0
455;Departamento;Ate;1;1;1;80;1700.0;980.0;250.0
456;Casa;Bellavista;1;0;0;35;400.0;;
457;Departamento;Ate;2;1;1;70;2200.0;1000.0;70.0
458;Departamento;Ate;4;3;1;190;5500.0;1600.0;435.0
459;Departamento;San Borja;3;1;0;140;3500.0;1250.0;
460;Departamento;San Miguel;1;1;1;87;1400.0;1057.0;162.0
461;Departamento;Ate;4;3;2;210;5300.0;2080.0;500.0
462;Casa en condominio;Pueblo Libre;2;1;0;70;800.0;200.0;
463;Departamento;Santa Anita;1;0;0;50;1000.0;390.0;16.0
464;Departamento;Villa El Salvador;4;1;0;240;6000.0;2050.0;701.0
465;Departamento;Rímac;4;3;4;300;30000.0;4273.0;1557.0
466;Departamento;Comas;3;1;1;140;7200.0;2900.0;500.0
467;Casa en condominio;Lurigancho;4;4;1;380;12000.0;870.0;1290.0
468;Departamento;Lurigancho;2;1;1;86;4100.0;830.0;257.0
469;Departamento;Jesús María;4;3;4;203;6000.0;1200.0;420.0
470;Departamento;Rímac;3;1;0;110;6200.0;885.0;
471;Casa en condominio;Ate;4;4;3;280;11000.0;1200.0;1100.0
472;Departamento;San Miguel;2;1;0;60;1800.0;420.0;
473;Flat;Chorrillos;1;1;1;50;2500.0;836.0;189.0
474;Departamento;Ate;2;1;1;140;4500.0;910.0;420.0
475;Departamento;La Punta;1;0;1;30;1100.0;580.0;
476;Departamento;La Punta;2;1;0;52;700.0;420.0;35.0
477;Departamento;Jesús María;2;1;1;75;2300.0;1220.0;134.0
478;Departamento;Callao;2;1;0;55;1000.0;390.0;36.0
479;Departamento;Bellavista;2;1;0;70;800.0;250.0;14.0
480;Departamento;Pueblo Libre;2;1;0;77;2700.0;1050.0;302.0
481;Departamento;San Borja;3;1;1;194;7500.0;1710.0;4641.0
482;Departamento;Rímac;3;3;1;208;8000.0;1700.0;965.0
483;Habitación;San Borja;1;0;0;25;1200.0;318.0;
484;Departamento;La Perla;3;1;2;220;7000.0;3200.0;450.0
485;Departamento;Ate;3;2;1;204;4600.0;2321.0;489.0
486;Departamento;Ate;3;1;3;80;2800.0;1300.0;
487;Departamento;Rímac;4;2;2;205;15000.0;6000.0;772.0
488;Departamento;Ate;3;2;1;165;6500.0;1503.0;330.0
489;Departamento;Rímac;3;2;1;140;4500.0;2552.0;595.0
490;Departamento;Punta Hermosa;3;1;1;150;3200.0;1504.0;301.0
491;Departamento;Santa María del Mar;1;1;0;47;1200.0;290.0;49.0
492;Departamento;San Miguel;2;1;0;70;1850.0;748.0;48.0
493;Departamento;Rímac;2;1;1;82;5900.0;1128.0;300.0
494;Departamento;Mi Perú;2;0;0;70;1300.0;447.0;
495;Departamento;Jesús María;4;2;2;160;1900.0;830.0;
496;Departamento;Ate;4;4;4;330;20000.0;1800.0;10500.0
497;Casa;Jesús María;3;2;1;321;9000.0;1400.0;
498;Casa;San Luis;3;1;0;100;2100.0;250.0;
499;Departamento;Ate;3;2;1;140;4900.0;1600.0;3580.0
500;Departamento;Villa El Salvador;2;1;1;60;3400.0;978.0;130.0
501;Departamento;Jesús María;2;1;1;58;900.0;500.0;212.0
502;Departamento;San Miguel;3;1;1;106;2050.0;872.0;1008.0
503;Departamento;San Bartolo;1;0;0;55;2000.0;585.0;79.0
504;Casa;Lince;2;1;0;100;1300.0;;
505;Departamento;Comas;3;3;3;310;16000.0;3000.0;1100.0
506;Departamento;Ventanilla;2;1;1;79;1300.0;950.0;30.0
507;Departamento;Magdalena del Mar;2;0;0;92;1600.0;;99.0
508;Departamento;Ate;2;1;1;102;2500.0;1478.0;255.0
509;Departamento;San Borja;3;1;1;160;4000.0;1617.0;300.0
510;Habitación;San Borja;1;0;0;38;1800.0;500.0;100.0
511;Departamento;San Borja;1;0;0;30;1200.0;650.0;54.0
512;Departamento;Comas;2;0;0;80;900.0;170.0;
513;Departamento;Comas;3;1;0;80;4000.0;1200.0;251.0
514;Departamento;Rímac;4;2;2;300;28000.0;3480.0;
515;Departamento;Callao;3;1;1;77;2000.0;580.0;80.0
516;Departamento;Mi Perú;2;0;0;70;1200.0;;27.0
517;Departamento;Lurigancho;3;2;2;145;4680.0;1296.0;317.0
518;Departamento;Jesús María;3;2;1;185;2500.0;1355.0;2917.0
519;Departamento;Ate;1;1;1;68;2800.0;1250.0;219.0
520;Departamento;Lurigancho;2;2;1;83;3500.0;1630.0;196.0
521;Departamento;Rímac;3;2;1;180;9500.0;2804.0;950.0
522;Departamento;San Borja;2;1;1;110;4000.0;1010.0;252.0
523;Departamento;Chorrillos;3;0;0;123;3200.0;421.0;182.0
524;Departamento;Jesús María;3;3;1;180;1300.0;1635.0;320.0
525;Departamento;Ate;3;2;3;120;2800.0;1280.0;360.0
526;Departamento;Rímac;2;3;1;168;9000.0;2124.0;563.0
527;Departamento;Chorrillos;1;0;1;50;600.0;;
528;Casa en condominio;Lince;2;2;0;100;1200.0;40.0;1.0
529;Departamento;Ate;1;0;0;71;2100.0;1200.0;220.0
530;Departamento;San Miguel;2;1;1;81;2350.0;849.0;80.0
531;Departamento;Lince;2;1;1;67;2000.0;636.0;75.0
532;Departamento;Jesús María;3;3;3;200;3900.0;800.0;310.0
533;Departamento;Rímac;3;1;0;90;1900.0;210.0;160.0
534;Departamento;Pueblo Libre;2;1;1;56;3500.0;1490.0;323.0
535;Departamento;Rímac;4;2;1;200;11500.0;3055.0;500.0
536;Departamento;Jesús María;2;1;1;65;1800.0;680.0;100.0
537;Casa;Ate;6;4;6;540;25000.0;2333.0;2900.0
538;Departamento;Jesús María;2;1;1;70;1500.0;737.0;142.0
539;Departamento;San Miguel;3;0;0;98;1700.0;390.0;93.0
540;Departamento;La Punta;2;0;0;66;700.0;900.0;46.0
541;Departamento;Comas;3;2;1;200;6300.0;2200.0;400.0
542;Departamento;La Punta;2;1;0;60;900.0;420.0;15.0
543;Departamento;Ate;3;2;1;129;2200.0;755.0;195.0
544;Departamento;Pucusana;2;0;0;65;1400.0;600.0;
545;Departamento;Rímac;4;2;2;230;17900.0;5000.0;1000.0
546;Departamento;La Perla;3;1;1;138;7900.0;1900.0;3418.0
547;Departamento;Punta Hermosa;3;2;1;150;6500.0;1800.0;
548;Departamento;Lince;4;2;2;155;3000.0;1664.0;309.0
549;Departamento;Comas;3;1;0;130;8000.0;2000.0;480.0
550;Departamento;Chorrillos;3;1;1;123;4000.0;1188.0;221.0
551;Departamento;Comas;2;0;0;50;900.0;313.0;
552;Departamento;Chorrillos;1;0;0;38;1300.0;400.0;25.0
553;Flat;Ate;1;1;0;71;2700.0;1700.0;181.0
554;Departamento;San Miguel;2;1;0;88;1100.0;693.0;32.0
555;Departamento;San Borja;2;0;0;50;900.0;360.0;13.0
556;Departamento;Jesús María;3;1;1;80;1700.0;900.0;195.0
557;Departamento;San Borja;1;0;0;36;1700.0;632.0;69.0
558;Departamento;Lince;2;1;0;70;750.0;330.0;
559;Habitación;San Borja;1;0;0;30;1150.0;450.0;30.0
560;Departamento;San Miguel;2;0;1;80;1300.0;;82.0
561;Departamento;Callao;1;1;0;49;850.0;590.0;37.0
562;Departamento;San Borja;1;0;0;37;2200.0;555.0;70.0
563;Departamento;Comas;3;1;1;126;6000.0;1667.0;590.0
564;Departamento;La Perla;2;1;0;63;3300.0;650.0;
565;Departamento;Ate;2;1;0;74;2100.0;750.0;
566;Departamento;Ate;2;1;1;70;2300.0;1000.0;80.0
567;Departamento;Ate;4;3;4;292;16000.0;5000.0;1500.0
568;Departamento;Ate;4;2;1;330;9000.0;3100.0;1085.0
569;Departamento;Jesús María;2;1;1;65;1800.0;560.0;
570;Casa;Lince;2;0;0;70;1000.0;;
571;Casa;Ate;4;6;2;232;6500.0;1100.0;800.0
572;Departamento;Villa El Salvador;3;0;1;110;3800.0;659.0;146.0
573;Departamento;Chorrillos;3;1;1;102;5100.0;1300.0;342.0
574;Departamento;La Punta;1;0;0;28;1500.0;250.0;
575;Departamento;Ate;2;2;1;65;1600.0;1270.0;233.0
576;Departamento;Santa Rosa;2;1;0;69;1250.0;600.0;
577;Departamento;La Molina;2;1;0;48;1000.0;340.0;90.0
578;Departamento;Rímac;4;2;2;240;17900.0;5000.0;1000.0
579;Departamento;Punta Hermosa;4;2;1;350;10000.0;3000.0;403.0
580;Departamento;Ate;2;1;1;87;2300.0;1482.0;251.0
581;Departamento;Jesús María;2;1;1;70;1500.0;800.0;130.0
582;Departamento;Ate;3;1;1;75;1900.0;750.0;60.0
583;Departamento;Ate;2;1;1;80;3500.0;1100.0;140.0
584;Casa en condominio;Ate;5;6;5;1050;15000.0;2000.0;2000.0
585;Departamento;San Borja;3;0;2;130;4000.0;950.0;200.0
586;Departamento;Los Olivos;3;0;0;58;990.0;100.0;
587;Departamento;Breña;2;1;0;72;2900.0;815.0;96.0
588;Departamento;Lince;2;1;2;68;1700.0;739.0;
589;Departamento;Punta Hermosa;4;2;1;230;5150.0;2225.0;350.0
590;Departamento;La Punta;2;1;1;61;1000.0;489.0;
591;Departamento;Santiago de Surco;3;1;1;220;16000.0;2757.0;544.0
592;Departamento;San Borja;3;1;0;290;8000.0;2032.0;7000.0
593;Departamento;San Miguel;2;1;0;72;1500.0;734.0;
594;Departamento;Cieneguilla;2;1;0;90;1400.0;480.0;85.0
595;Flat;Comas;2;1;2;90;8000.0;2200.0;
596;Casa;El Agustino;2;0;0;40;950.0;;
597;Departamento;San Miguel;3;0;0;86;1500.0;690.0;83.0
598;Departamento;Comas;3;2;1;200;9500.0;3600.0;1500.0
599;Departamento;Mi Perú;2;0;0;53;1200.0;270.0;17.0
600;Loft;Ate;1;1;0;50;2634.0;1326.0;240.0
601;Casa;Lurigancho;4;2;4;387;25000.0;270.0;6661.0
602;Casa;Mi Perú;3;6;1;280;2800.0;;190.0
603;Departamento;San Borja;2;0;1;120;3800.0;1413.0;314.0
604;Departamento;San Borja;4;1;2;270;13500.0;2800.0;
605;Departamento;Mi Perú;2;0;0;72;2000.0;;758.0
606;Departamento;Comas;3;2;1;108;6000.0;2100.0;466.0
607;Departamento;Comas;3;2;1;220;9000.0;3600.0;1400.0
608;Departamento;Comas;1;0;1;46;1800.0;936.0;86.0
609;Departamento;San Bartolo;2;0;0;65;1300.0;468.0;30.0
610;Departamento;Comas;1;0;1;48;2100.0;540.0;81.0
611;Departamento;Villa El Salvador;2;1;1;90;3000.0;1200.0;120.0
612;Departamento;Jesús María;2;0;0;56;1200.0;781.0;26.0
613;Departamento;San Bartolo;4;0;1;350;10000.0;2700.0;6500.0
614;Departamento;San Borja;2;0;1;45;1600.0;620.0;
615;Departamento;Ate;3;2;1;201;9500.0;2300.0;13500.0
616;Departamento;Pachacámac;1;0;1;38;1150.0;400.0;25.0
617;Departamento;San Bartolo;3;1;0;200;8000.0;2300.0;510.0
618;Departamento;San Borja;2;0;0;56;3000.0;;
619;Cochera;San Borja;0;9;0;0;450.0;;
620;Departamento;Ate;3;2;3;89;4500.0;1200.0;211.0
621;Departamento;Ate;4;3;2;398;16000.0;2600.0;11000.0
622;Departamento;Comas;2;2;1;130;8000.0;2000.0;660.0
623;Departamento;Ate;2;1;1;69;2500.0;940.0;800.0
624;Departamento;Comas;4;2;1;200;9500.0;3600.0;1500.0
625;Departamento;Jesús María;1;1;1;45;1500.0;1200.0;440.0
626;Departamento;Chorrillos;1;1;0;65;2200.0;679.0;27.0
627;Departamento;Ate;2;1;2;100;10000.0;5155.0;502.0
628;Departamento;Santa Anita;3;0;0;60;1300.0;450.0;
629;Departamento;Ate;2;2;1;75;1400.0;800.0;100.0
630;Departamento;Rímac;3;1;2;155;7200.0;1515.0;538.0
631;Departamento;San Miguel;2;1;1;70;1600.0;740.0;
632;Departamento;Rímac;2;2;1;65;5000.0;1950.0;300.0
633;Departamento;San Miguel;3;2;1;150;2000.0;1700.0;210.0
634;Departamento;Ate;4;3;4;245;11000.0;3000.0;544.0
635;Departamento;Pueblo Libre;3;2;3;125;4800.0;1600.0;460.0
636;Departamento;Rímac;2;0;1;71;6700.0;2070.0;
637;Departamento;Mi Perú;2;1;0;46;1100.0;430.0;12.0
638;Departamento;Callao;2;1;1;70;1300.0;720.0;85.0
639;Departamento;San Borja;1;0;1;39;1800.0;600.0;
640;Departamento;Pucusana;1;0;0;21;800.0;312.0;15.0
641;Departamento;Ventanilla;3;1;0;95;1250.0;650.0;60.0
642;Casa en condominio;Pucusana;6;4;6;550;25000.0;;672.0
643;Departamento;San Borja;1;0;0;36;2200.0;590.0;
644;Departamento;Ate;2;1;1;67;2000.0;1300.0;119.0
645;Departamento;San Borja;3;2;1;190;7000.0;2000.0;639.0
646;Departamento;La Punta;3;0;0;64;1300.0;310.0;20.0
647;Departamento;Comas;3;0;0;90;3500.0;998.0;95.0
648;Departamento;San Borja;3;1;0;90;3800.0;900.0;230.0
649;Departamento;Punta Hermosa;4;4;2;460;10000.0;5600.0;500.0
650;Departamento;Jesús María;3;1;1;82;2000.0;989.0;1313.0
651;Casa;Lince;5;2;5;120;10000.0;;
652;Departamento;San Luis;2;1;1;58;1350.0;590.0;560.0
653;Departamento;Villa El Salvador;4;0;1;648;18000.0;3540.0;2187.0
654;Casa;Villa El Salvador;7;10;2;500;12000.0;;20.0
655;Casa en condominio;Ate;5;5;5;600;20000.0;2300.0;
656;Departamento;Punta Hermosa;4;3;1;260;8500.0;3650.0;1170.0
657;Departamento;Comas;3;3;2;270;16000.0;3100.0;7813.0
658;Departamento;La Molina;2;1;1;51;1200.0;550.0;650.0
659;Departamento;Pueblo Libre;3;2;1;162;5500.0;1500.0;627.0
660;Departamento;San Miguel;2;1;1;85;1600.0;960.0;90.0
661;Departamento;Comas;1;0;0;50;2100.0;630.0;
662;Departamento;Comas;2;1;0;55;1200.0;364.0;
663;Casa;Ate;4;6;2;800;9800.0;;490.0
664;Departamento;Santa Anita;2;1;0;77;1000.0;925.0;
665;Departamento;Ate;1;1;1;69;1900.0;1007.0;159.0
666;Habitación;San Borja;1;0;0;28;1500.0;450.0;
667;Departamento;San Luis;2;1;1;85;2500.0;492.0;
668;Departamento;San Bartolo;1;0;0;58;950.0;;
669;Casa;Jesús María;3;0;0;614;4500.0;;576.0
670;Casa;San Miguel;4;6;0;160;3500.0;;
671;Departamento;San Miguel;3;1;1;80;3000.0;967.0;184.0
672;Departamento;Ate;2;1;1;70;1150.0;1260.0;160.0
673;Departamento;Rímac;2;1;1;90;3500.0;1150.0;3300.0
674;Departamento;Rímac;3;2;2;262;20000.0;2579.0;1351.0
675;Departamento;Magdalena del Mar;1;0;0;33;750.0;;
676;Departamento;Punta Hermosa;2;1;0;63;2500.0;968.0;93.0
677;Departamento;Punta Hermosa;2;1;0;79;2300.0;780.0;118.0
678;Departamento;Lurigancho;2;2;1;83;3500.0;1790.0;196.0
679;Departamento;Ventanilla;2;0;0;80;1700.0;450.0;60.0
680;Departamento;Punta Hermosa;4;2;1;270;5500.0;2750.0;420.0
681;Departamento;Punta Hermosa;3;2;1;157;6400.0;1792.0;460.0
682;Departamento;Comas;3;1;2;108;5800.0;1735.0;368.0
683;Departamento;Comas;3;2;1;166;7000.0;3400.0;
684;Departamento;Chorrillos;1;0;0;53;1600.0;770.0;70.0
685;Habitación;San Borja;1;0;0;15;800.0;305.0;24.0
686;Departamento;Pueblo Libre;3;1;1;120;5500.0;1080.0;555.0
687;Departamento;Ate;3;2;2;168;3500.0;2138.0;401.0
688;Departamento;San Miguel;2;0;1;48;1700.0;700.0;
689;Departamento;Ate;2;1;1;60;2800.0;900.0;149.0
690;Departamento;Punta Hermosa;4;0;2;217;9000.0;1200.0;
691;Departamento;Comas;2;0;0;73;3000.0;700.0;190.0
692;Casa en condominio;Jesús María;4;4;4;540;10500.0;850.0;1000.0
693;Departamento;Rímac;2;1;0;73;3800.0;1100.0;210.0
694;Departamento;San Borja;1;0;1;50;2500.0;516.0;25.0
695;Casa;Ate;2;0;0;95;1100.0;;
696;Departamento;Ventanilla;2;2;1;91;2000.0;600.0;145.0
697;Departamento;Lince;2;1;0;50;1000.0;310.0;
698;Casa en condominio;Ate;4;2;4;470;8500.0;510.0;600.0
699;Departamento;Ate;2;1;1;90;3000.0;1846.0;438.0
700;Departamento;Pachacámac;1;0;0;35;1000.0;300.0;
701;Departamento;Lima;1;0;0;60;700.0;;
702;Departamento;San Borja;2;0;0;79;3500.0;960.0;171.0
703;Departamento;San Borja;4;1;1;280;8500.0;1748.0;664.0
704;Departamento;La Molina;3;1;1;75;2100.0;680.0;
705;Cochera;San Borja;0;1;0;0;450.0;;
706;Departamento;Villa El Salvador;3;2;1;286;6500.0;2500.0;
707;Departamento;Jesús María;2;1;1;70;2200.0;750.0;
708;Departamento;Comas;3;1;1;160;4000.0;1250.0;2.0
709;Departamento;Ventanilla;3;1;2;79;2200.0;622.0;122.0
710;Casa en condominio;Jesús María;4;2;3;227;4000.0;833.0;459.0
711;Departamento;San Miguel;3;2;1;109;2500.0;742.0;105.0
712;Departamento;Lurigancho;3;2;2;141;5000.0;1963.0;514.0
713;Casa;Ate;5;4;5;890;17000.0;2500.0;2500.0
714;Departamento;Lince;1;1;0;46;650.0;250.0;
715;Departamento;San Borja;1;0;0;30;1300.0;400.0;25.0
716;Departamento;Lince;3;1;1;78;2000.0;1200.0;110.0
717;Habitación;La Punta;1;0;0;20;850.0;495.0;
718;Departamento;Comas;3;2;1;160;10000.0;1800.0;764.0
719;Departamento;Lurín;1;0;0;37;1300.0;360.0;24.0
720;Departamento;Ate;4;4;4;279;24000.0;5268.0;1397.0
721;Departamento;Jesús María;2;2;1;110;2300.0;648.0;156.0
722;Departamento;Chorrillos;3;1;1;105;5800.0;1350.0;281.0
723;Departamento;Rímac;3;2;1;170;12000.0;1900.0;280.0
724;Departamento;San Borja;3;0;1;160;5000.0;800.0;190.0
725;Departamento;Callao;3;1;1;81;1800.0;750.0;110.0
726;Departamento;San Borja;4;1;3;217;9000.0;2754.0;650.0
727;Departamento;Comas;5;2;2;380;12000.0;3800.0;1600.0
728;Departamento;Punta Hermosa;3;2;1;130;3200.0;1050.0;220.0
729;Departamento;Ate;4;3;2;270;7000.0;2600.0;650.0
730;Departamento;Punta Hermosa;4;4;4;400;15000.0;5934.0;3182.0
731;Departamento;San Borja;1;0;0;45;1600.0;420.0;72.0
732;Departamento;Ate;4;3;4;333;12000.0;4400.0;1200.0
733;Departamento;Ate;2;1;1;90;2200.0;1392.0;289.0
734;Casa de villa;Independencia;2;1;0;150;1200.0;;
735;Departamento;Pueblo Libre;2;2;2;100;3500.0;1020.0;380.0
736;Departamento;Ate;3;2;3;102;2700.0;1523.0;2944.0
737;Casa;Callao;4;4;1;300;4500.0;;
738;Departamento;San Borja;1;0;0;40;2000.0;617.0;24.0
739;Departamento;Ate;3;2;1;126;5000.0;1200.0;
740;Departamento;Rímac;2;1;0;80;5000.0;1700.0;180.0
741;Departamento;Jesús María;2;2;1;84;1600.0;510.0;185.0
742;Departamento;Punta Hermosa;5;2;3;401;12900.0;3781.0;7300.0
743;Departamento;Punta Hermosa;3;2;1;147;4900.0;1320.0;226.0
744;Casa en condominio;Ate;4;3;2;450;6900.0;1150.0;750.0
745;Departamento;Comas;3;1;1;150;6000.0;2200.0;500.0
746;Departamento;Lince;2;1;1;80;1900.0;1300.0;100.0
747;Departamento;Comas;3;2;1;190;4500.0;2600.0;514.0
748;Departamento;Rímac;2;1;0;82;3800.0;1060.0;
749;Departamento;Ate;2;2;1;180;5000.0;1400.0;500.0
750;Departamento;San Borja;4;2;1;365;13000.0;2800.0;1491.0
751;Departamento;Chaclacayo;2;0;0;61;1100.0;284.0;
752;Departamento;Ate;3;2;1;120;4100.0;1750.0;414.0
753;Departamento;Punta Hermosa;3;2;1;250;5500.0;750.0;500.0
754;Departamento;Comas;2;1;0;124;4500.0;1177.0;297.0
755;Departamento;Ate;4;2;1;115;2800.0;1800.0;250.0
756;Departamento;Chorrillos;1;0;0;40;1800.0;350.0;
757;Departamento;Punta Hermosa;2;0;0;70;2200.0;500.0;74.0
758;Casa;Ate;6;1;0;425;13000.0;;580.0
759;Departamento;Ate;4;3;2;310;9500.0;2200.0;1750.0
760;Flat;Comas;1;1;1;43;2500.0;2117.0;304.0
761;Casa en condominio;Lince;2;1;1;75;1100.0;400.0;
762;Casa;Lince;3;1;0;120;2800.0;;
763;Departamento;Comas;2;1;0;45;3000.0;500.0;30.0
764;Departamento;Villa El Salvador;2;1;0;70;2600.0;900.0;120.0
765;Departamento;Jesús María;3;2;1;80;2000.0;750.0;370.0
766;Departamento;Jesús María;2;1;1;72;1500.0;650.0;131.0
767;Departamento;Comas;3;1;1;127;7000.0;1000.0;
768;Departamento;San Borja;3;1;1;100;8000.0;1050.0;340.0
769;Departamento;Comas;3;2;1;157;9000.0;2900.0;620.0
770;Departamento;Ventanilla;1;1;1;50;1050.0;450.0;
771;Departamento;Rímac;3;1;1;123;8000.0;1800.0;419.0
772;Departamento;Ate;2;1;1;90;3000.0;1860.0;450.0
773;Departamento;Jesús María;3;2;3;180;1700.0;1080.0;390.0
774;Departamento;San Borja;2;2;1;98;4200.0;760.0;250.0
775;Departamento;Jesús María;2;2;1;83;1900.0;768.0;
776;Departamento;San Miguel;2;1;1;80;1500.0;500.0;30.0
777;Departamento;San Borja;2;0;1;122;4400.0;585.0;
778;Departamento;Ate;1;1;0;80;5000.0;1100.0;200.0
779;Departamento;San Bartolo;1;0;1;90;3500.0;550.0;
780;Departamento;Pueblo Libre;4;3;1;210;7200.0;2700.0;
781;Departamento;San Miguel;3;1;2;100;2500.0;1300.0;283.0
782;Departamento;San Miguel;1;0;0;34;1400.0;251.0;24.0
783;Departamento;Jesús María;4;2;1;200;2950.0;1000.0;350.0
784;Departamento;Comas;3;0;0;85;3450.0;654.0;143.0
785;Departamento;Comas;3;1;1;120;6500.0;1500.0;450.0
786;Departamento;Punta Hermosa;1;1;0;57;1800.0;694.0;94.0
787;Departamento;Rímac;2;0;0;63;2200.0;900.0;175.0
788;Departamento;Santa María del Mar;2;1;0;66;1000.0;410.0;
789;Departamento;Surquillo;1;0;0;50;1100.0;558.0;20.0
790;Departamento;Jesús María;3;2;1;120;2700.0;790.0;200.0
791;Departamento;Comas;2;1;0;78;3600.0;644.0;128.0
792;Departamento;San Luis;2;1;0;70;1000.0;500.0;
793;Departamento;Ate;1;0;0;55;750.0;120.0;
794;Departamento;Chorrillos;2;1;2;84;4230.0;1140.0;202.0
795;Departamento;Comas;2;1;0;100;4000.0;800.0;86.0
796;Departamento;Ate;4;2;1;127;4000.0;1615.0;3335.0
797;Departamento;La Punta;2;1;1;50;950.0;550.0;17.0
798;Casa;Pueblo Libre;6;1;0;750;18000.0;;1200.0
799;Departamento;Cieneguilla;2;1;0;60;650.0;255.0;
800;Departamento;San Miguel;2;1;1;97;2500.0;660.0;
801;Departamento;Pueblo Libre;3;3;1;220;6000.0;1700.0;600.0
802;Departamento;Villa El Salvador;4;1;2;360;12000.0;2500.0;650.0
803;Departamento;Chorrillos;1;0;0;35;1000.0;293.0;86.0
804;Departamento;Pucusana;1;1;0;49;1150.0;570.0;28.0
805;Departamento;Ate;3;2;1;129;3800.0;1900.0;
806;Departamento;Santa Anita;3;1;0;100;1000.0;600.0;100.0
807;Departamento;Ate;3;2;1;110;2000.0;1768.0;277.0
808;Departamento;Ate;3;1;2;190;5500.0;2850.0;660.0
809;Casa;Santiago de Surco;6;5;5;1000;13000.0;;
810;Flat;Ate;1;1;1;35;6000.0;;
811;Departamento;San Borja;1;0;0;40;1400.0;539.0;
812;Departamento;Ate;3;2;1;300;4000.0;3800.0;8000.0
813;Departamento;Lurín;2;1;0;68;1000.0;1000.0;
814;Departamento;Rímac;3;1;0;98;4000.0;1240.0;164.0
815;Departamento;San Miguel;3;0;0;80;1600.0;350.0;
816;Departamento;Ate;3;1;2;100;3500.0;1300.0;276.0
817;Departamento;Ate;3;2;3;155;5900.0;1850.0;332.0
818;Departamento;Mi Perú;2;0;0;75;1300.0;;252.0
819;Departamento;Comas;3;2;1;80;5700.0;1323.0;365.0
820;Casa;Lince;2;1;0;80;1200.0;;
821;Casa en condominio;Villa El Salvador;2;1;0;61;1450.0;667.0;27.0
822;Departamento;Callao;2;1;0;59;700.0;475.0;
823;Departamento;Comas;4;3;3;450;35000.0;5000.0;
824;Departamento;Rímac;3;1;1;124;8000.0;2055.0;462.0
825;Flat;Chorrillos;1;1;1;50;2900.0;1150.0;100.0
826;Departamento;Ventanilla;2;1;1;70;1500.0;695.0;71.0
827;Departamento;Ate;4;3;4;237;8500.0;3400.0;540.0
828;Departamento;Ate;2;2;2;150;10000.0;3500.0;4000.0
829;Departamento;San Miguel;2;1;1;84;2750.0;690.0;182.0
830;Departamento;Mi Perú;2;0;0;74;1200.0;;
831;Departamento;Ate;3;3;1;175;3900.0;1300.0;550.0
832;Departamento;La Punta;1;0;0;30;1550.0;403.0;92.0
833;Departamento;Breña;1;0;0;15;350.0;;
834;Departamento;San Miguel;1;0;0;42;1500.0;150.0;226.0
835;Departamento;Comas;5;1;4;424;25000.0;3200.0;4624.0
836;Departamento;Pueblo Libre;4;3;4;250;14000.0;4330.0;1200.0
837;Departamento;San Miguel;3;2;1;120;2800.0;1600.0;170.0
838;Departamento;Villa El Salvador;3;1;1;137;8000.0;1945.0;
839;Departamento;San Miguel;3;1;0;81;1750.0;597.0;94.0
840;Departamento;Ate;2;1;1;104;5500.0;2700.0;650.0
